,Unnamed: 0,coder,date,newsnm,rptmm,rptdd,rptyy,evmm,evdd,evyy,days,eventid,stories,title,followup,who,what,where,against,purpose,whysm,page,section,paragrph,staten,state1,state2,state3,state4,cityn,city1,city2,neighn,neighbr,particd,particex,partices,groups,igrp1c1,igrp1c2,igrp2c1,igrp2c2,igrp3c1,igrp3c2,targd,targnum,targ1,targ2,ertarg1,ertarg2,smonamed,smonum,smoname1,smoname2,smoname3,smoname4,claim1,val1,claim2,val2,claim3,val3,claim4,val4,form1,form2,form3,form4,act1,act2,act3,act4,viold,violtype,counterd,police1,police2,police3,police4,arrestd,arrestex,arrestes,propdam,dollars,injury,deaths,d_eventid,flag_followup,injprot,injprot_est,injby,injby_est,injpol,injpol_est,injoth,injoth_est,dthprot,dthprot_est,dthby,dthby_est,dthpol,dthpol_est,dthoth,dthoth_est,agenda_code,matchtext,textfile
3179,22304,SO-YOUN KIM,16173,NYT,2,21,1993,2,20,1993,5,9302037,1,SHARPTON JOINS FAST AGAINST HAITIAN BAN,0,REV AL SHARPTON AND REV JESSE JACKSON,"FASTING, ASK OTHERS TO JOIN",,,PROTEST EXCLUSION OF HAITIAN REFUGEES/US POLICY,"COLLECTIVE, CLAIMS MADE, PUBLIC",33,1,5,-999,,,,,-999,,,-999,,1,2,-999,1,1100,1800,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1000,1,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,11,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1925,sharpton joins fast against haitian ban,1993/02/21/0591824.xml
3180,22305,SO-YOUN KIM,16173,NYT,2,22,1993,12,14,1992,1,9302038,1,Columbia Torn by Disciplinary Hearing,1,STUDENTS OF COLUMBIA,PROTEST,COLUMBIA UNIVERSITY,ADMINISTRATION,TO KEEP AUDUBON THEATER AND BALLROOM WHERE MALCOLM X WAS ASSASSINATED,"COLLECTIVE, CLAIMS MADE, PUBLIC",3,1,33,1,NY,,,,1,NEW YORK,,1,COLUMBIA UNIVERSITY,1,150,-999,1,800,1800,-999,-999,-999,-999,1,1,3,-999,-999,-999,1,1,BARNARD-COLUMBIA SAVE THE AUDUBON COALITION,,,,1400,3,-999,-999,-999,-999,-999,-999,1,2,5,-999,27,22,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,D-9302038,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,601,columbia torn by disciplinary hearing,1993/02/22/0592007.xml
3181,22288,SO-YOUN KIM,16164,NYT,2,23,1993,2,22,1993,1,9302021,4,COURT FIGHT OVER PARADE CONTINUES,0,ANCIENT ORDER OF HIBERNIANS,IN COURT,NEW YORK CITY,CITY,TO REVOKE GAY ORGANIZATIONS PERMIT AND GAIN ONE FOR THEMSELVES TO BE IN PARADE,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,6,16,1,NY,,,,1,NEW YORK,,-999,,0,-999,3,1,1100,-999,-999,-999,-999,-999,1,2,1,5,-999,-999,1,1,ANCIENT ORDER OF HIBERNIANS,,,,1340,1,1600,2,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,207,court fight over parade continues,1993/02/23/0592181.xml
3182,22306,SO-YOUN KIM,16173,NYT,2,23,1993,2,22,1993,1,9302039,1,IMMUNITY SOUGHT FOR BOSNIAN SERB,0,"VICTIMS OF ABUSE, ANONYMOUS TWO GIRLS 16 AND 18",FILE CLASS/CIVIL ACTION SUIT,UNITED NATIONS,"RADOVAN KARADZIC, BOSNIAN SERBIAN LEADER",JUSTICE FOR THEIR ABUSE AND TORTURE,"COLLECTIVE, CLAIMS MADE, PUBLIC",8,1,11,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,2,500,700,1800,1000,-999,-999,1,1,6,-999,-999,-999,1,3,CENTER FOR CONSTITUTIONAL RIGHTS,INTERNATIONAL LEAGUE FOR HUMAN RIGHTS,INTERNATIONAL WOMENS HUMAN RIGHTS CLINIC OF CITY UNIVERSITY OF NEW YORKS LAW SCH,,604,1,1000,1,1343,1,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,immunity sought for bosnian serb,1993/02/23/0592266.xml
3183,22307,SO-YOUN KIM,16175,NYT,2,23,1993,2,22,1993,1,9302040,1,TEENAGERS JOIN IN SUPPORTING BRADY BILL,0,TEENAGERS AND GUN CONTROL BACKERS,PRESS CONFERENCE AND RALLY,WASHINGTON DC,GUNS,URGE PASSAGE OF BILL REQUIRING A WAITING PERIOD FOR HANDGUN PURCHASES,"COLLECTIVE, CLAIMS MADE, PUBLIC",16,1,1,1,DC,,,,1,WASHINGTON,,-999,,0,-999,2,2,800,1800,1000,1800,-999,-999,0,-999,-999,-999,-999,-999,1,1,"HANDGUN CONTROL, INC.",,,,1327,1,-999,-999,-999,-999,-999,-999,15,1,-999,-999,27,20,34,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1209,teenagers join in supporting brady bill,1993/02/23/0592201.xml
3184,22308,SO-YOUN KIM,16175,NYT,2,23,1993,2,22,1993,1,9302041,1,Supreme Court Roundup; Justices to Decide if Anti-Bias Law Is Retroactive,0,TWO BLACK MEN,RIVERS V. ROADWAY EXPRESS NO 92-938 LAWSUIT,SUPREME COURT OF US,EMPLOYER,CLAIM EMPLOYER SUBJECTED THEM TO RACIALLY DISCRIMINATORY DISCIPLINARY PRECEEDING,"COLLECTIVE, CLAIMS MADE, PUBLIC",17,3,11,1,DC,,,,1,WASHINGTON,,-999,,1,2,-999,1,401,600,-999,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,1505,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,supreme court roundup justices to decide if antibias law is retroactive,1993/02/23/0592199.xml
3185,22309,SO-YOUN KIM,16175,NYT,2,23,1993,2,22,1993,1,9302042,1,Supreme Court Roundup; Justices to Decide if Anti-Bias Law Is Retroactive,0,"BLACK AND HISPANIC RESIDENTS OF DADE COUNTY, FLORIDA",LAWSUIT TO REQUEST INCREASED REPRESENTATION,SUPREME COURT OF US,STATE LEGISLATURE/SENATE,TO HAVE BETTER REPRESENTATION,"COLLECTIVE, CLAIMS MADE, PUBLIC",17,3,10,1,DC,,,,1,WASHINGTON,,-999,,0,-999,2,2,401,1500,402,1500,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1338,2,1502,1,2000,1,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000,supreme court roundup justices to decide if antibias law is retroactive,1993/02/23/0592199.xml
3186,22310,SO-YOUN KIM,16175,NYT,2,23,1993,2,22,1993,1,9302043,1,Supreme Court Roundup; Justices to Decide if Anti-Bias Law Is Retroactive,0,BLACK OFFICIALS AND VOTERS FROM ALABAMA,ARGUE WITH GOVERNMENT,SUPREME COURT OF US,BUSH ADMINISTRATION,TO MAKE SECOND MAJORITY BLACK DISTRICT,"COLLECTIVE, CLAIMS MADE, PUBLIC",17,3,10,1,DC,,,,1,WASHINGTON,,-999,,0,-999,2,1,401,1800,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1502,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,206,supreme court roundup justices to decide if antibias law is retroactive,1993/02/23/0592199.xml
3187,22311,SO-YOUN KIM,16175,NYT,2,23,1993,2,22,1993,1,9302044,1,2 ACCUSE UNIFICATION CHURCH OF COERCION,0,COALITION OF CONCERNED CITIZENS FROM BRIDGEPORT,NEWS CONFERENCE,"HARTFORD, BRIDGEPORT",PROFESSORS WORLD PEACE ACADEMY,AGAINST TAKING OVER U OF BRIDGEPORT,"COLLECTIVE, CLAIMS MADE, PUBLIC",5,1,15,1,CT,,,,1,HARTFORD,,1,BRIDGEPORT,0,-999,2,1,1800,1000,-999,-999,-999,-999,1,1,5,-999,-999,-999,1,1,COALITION OF CONCERNED CITIZENS,,,,1342,3,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,34,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,600,2 accuse unification church of coercion,1993/02/23/0592195.xml
3188,22312,SO-YOUN KIM,16175,NYT,2,24,1993,2,23,1993,1,9302045,2,PROTEST BY STUDENTS PROVES SUCCESSFUL AT STATE COLLEGE ON LONG ISLAND,0,SUNY STUDENTS,LIBRARY TAKE OVER,"OLD WESTBURY, LI",ADMINISTRATORS,STUDENTS WANTED TO KEEP TEACHERS AND PROGRAMS,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,2,1,1,NY,,,,1,NEW YORK,,1,L.I. OLD WESTBURY,0,-999,3,1,800,1800,-999,-999,-999,-999,1,1,3,-999,-999,-999,0,-999,,,,,1342,3,-999,-999,-999,-999,-999,-999,5,3,-999,-999,52,42,60,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,600,protest by students proves successful at state college on long island,1993/02/24/0592410.xml
3189,22313,SO-YOUN KIM,16175,NYT,2,24,1993,2,23,1993,1,9302046,2,SUNY PROTEST SUCCEEDS AS LIBRARY TAKEOVER ENDS,0,SUNY STUDENTS,LIBRARY TAKEOVER,"OLD WESTBURY, L.I.",ADMINISTRATION,STUDENTS WANT TO KEEP TEACHERS AND PROGRAMS,"COLLECTIVE, CLAIMS MADE, PUBLIC",5,5,19,1,NY,,,,1,LONG ISLAND,,1,OLD WESTBURY,0,-999,3,1,800,1800,-999,-999,-999,-999,1,1,3,-999,-999,-999,0,-999,,,,,1342,3,-999,-999,-999,-999,-999,-999,5,3,-999,-999,60,42,52,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,D-9302046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,600,suny protest succeeds as library takeover ends,1993/02/24/0592406.xml
3190,22315,SO-YOUN KIM,16175,NYT,2,26,1993,2,-999,1993,1,9302048,1,PARENTS WARY OF CHANGE AS INTEGRATION LOOMS,0,"PARENTS OF DUFFY SCHOOL, SHEFF PLANTIFFS",LAWSUIT--SHEFF V. ONEILL,WEST HARTFORD,"ONEILL, SCHOOL DISTRICT",WANT BETTER SCHOOL FOR DISTRICT,"COLLECTIVE, CLAIMS MADE, PUBLIC",5,1,17,1,CT,,,,1,WEST HARTFORD,,-999,,0,-999,1,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1342,3,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,600,parents wary of change as integration looms,1993/02/26/0592821.xml
3191,22289,SO-YOUN KIM,16164,NYT,2,27,1993,2,26,1993,1,9302022,4,JUDGE ALLOWS GROUP TO BAR GAY MARCHERS,0,GAY GROUP,FILE SUIT BUT FAIL,NEW YORK CITY,CITY,TO GET PLACE IN PARADE,"COLLECTIVE, CLAIMS MADE, PUBLIC",21,6,28,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,IRISH LESBIAN AND GAY ORGANIZATION,,,,1600,1,1340,1,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,judge allows group to bar gay marchers,1993/02/27/0593027.xml
3192,22290,SO-YOUN KIM,16164,NYT,2,27,1993,-999,-999,1991,1,9302023,4,JUDGE ALLOWS GROUP TO BAR GAY MARCHERS,1,PARADE GROUP,BOOED AND SHOWERED BEER ON GAY MARCHERS,NEW YORK CITY,GAY PARADERS,PROTEST GAY PARADERS,"COLLECTIVE, CLAIMS MADE, PUBLIC",21,6,28,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,6,-999,-999,-999,0,-999,,,,,1600,2,1340,2,-999,-999,-999,-999,11,-999,-999,-999,55,56,-999,-999,1,3,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,D-9103018,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,judge allows group to bar gay marchers,1993/02/27/0593027.xml
3193,22314,SO-YOUN KIM,16175,NYT,2,27,1993,2,20,1993,1,9302047,1,ONE MANS ARRIVAL IN TOWN EXPOSES A RACIAL FAULT LINE,0,KNIGHTS OF THE KU KULX KLAN,RALLY,VIDOR,GOVERNMENT/TEXAS DEPARTMENT OF HUMAN RIGHTS,PROTEST INTEGRATION OF HOUSING PROJECT AND SUBPOENA FOR MEMBERSHIP RECORDS,"COLLECTIVE, CLAIMS MADE, PUBLIC",7,1,30,1,TX,,,,1,VIDOR,,-999,,0,-999,3,1,430,1800,-999,-999,-999,-999,1,2,1,7,401,-999,1,1,KNIGHTS OF THE KU KLUX KLAN,,,,1501,2,1340,1,2502,1,-999,-999,1,-999,-999,-999,27,22,-999,-999,0,-999,1,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,one mans arrival in town exposes a racial fault line,1993/02/27/0592961.xml
3194,22316,SO-YOUN KIM,16175,NYT,2,27,1993,2,24,1993,2,9302049,1,STAR WARS TEST IN HAWAII BRINGS DEMONSTRATION,0,OPPONENTS OF MILITARY TESTING AND NATIVE HAWAIIANS,"DEMONSTRATE, BLOCK LAUNCHING, TRESPASS",BARKING SANDS RANGE,GOVERNMENT,STOP LAUNCHING POLARIS MISSILE,"COLLECTIVE, CLAIMS MADE, PUBLIC",7,4,8,1,HI,,,,1,KAUAI,,-999,,0,-999,3,2,1800,1500,415,1500,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,702,1,1400,1,-999,-999,-999,-999,1,2,5,-999,45,57,22,-999,0,-999,0,0,-999,0,0,0,21,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1605,star wars test in hawaii brings demonstration,1993/02/27/0592973.xml
3195,22317,SO-YOUN KIM,16175,NYT,2,27,1993,7,-999,1993,1,9302050,1,GRAND JURY STUDIES CASE AGAINST UNDERCOVER UNIT,1,POLICE OFFICERS,DEMONSTRATE,OUTSIDE CITY HALL,MAYOR DINKINS,PROTEST SYMPATHY FOR SLAIN MAN AT EXPENSE OF OFFICER,"COLLECTIVE, CLAIMS MADE, PUBLIC",25,5,14,1,NY,,,,1,NEW YORK,,1,WASHINGTON HEIGHTS,0,-999,2,1,100,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,NYPD,,,,1338,2,1337,1,-999,-999,-999,-999,1,-999,-999,-999,27,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000,grand jury studies case against undercover unit,1993/02/27/0593046.xml
3196,22318,SO-YOUN KIM,16175,NYT,2,28,1993,2,27,1993,1,9302051,1,AMERICAN INDIANS MARCH IN REMEMBRANCE OF WOUNDED KNEE SIEGE,0,INDIANS,MARCH,PINE RIDGE RESERVATION,,COMMEMORATE 1973 OCCUPATION OF WOUNDED KNEE,"COLLECTIVE, CLAIMS MADE, PUBLIC",26,1,1,1,SD,,,,2,WOUNDED KNEE,PINE RIDGE,-999,,0,-999,3,1,435,1500,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,1,2,CHEYENNE RIVER INDIAN RESERVATION,PINE RIDGE INDIAN RESERVATION,,,1700,1,1713,1,-999,-999,-999,-999,2,10,-999,-999,22,48,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,american indians march in remembrance of wounded knee siege,1993/02/28/0593282.xml
3197,22319,SO-YOUN KIM,16177,NYT,2,28,1993,2,27,1993,1,9302052,1,KEVORKIANS BACKERS OUTNUMBER HIS FOES AT MICHIGAN PROTEST,0,KEVORKIAN OPPOSERS,ORGANIZE AND HAVE PROTEST,OUTSIDE DR.S DETROIT HOME,KEVORKIAN AND SUPPORTERS,OPPOSE DR ASSISTED SUICIDE,"COLLECTIVE, CLAIMS MADE, PUBLIC",29,1,8,1,MI,,,,1,DETROIT,,-999,,1,30,-999,1,1800,1100,-999,-999,-999,-999,1,1,6,-999,-999,-999,1,1,OPERATION RESCUE,,,,1351,1,2105,2,-999,-999,-999,-999,1,-999,-999,-999,20,28,-999,-999,0,-999,1,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3100,kevorkians backers outnumber his foes at michigan protest,1993/02/28/0593295.xml
3198,22320,KATIE SUH,16167,NYT,3,1,1993,2,28,1993,1,9303001,2,queens residents protest opening of a topless bar,0,RESIDENTS OF FOREST HILLS,HELD A DEMONSTRATION OUTSIDE RUNWAY 69,"QUEENS, NY","CABARET FEATURING NUDE DANCING, RUNWAY 69",PROTEST OUT OF CHARACTER BUSINESS IN NEIGHBORHOOD,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,1,2,1,NY,,,,1,QUEENS,,1,FOREST HILLS,0,-999,3,1,1500,-999,-999,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,1350,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,99,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,207,queens residents protest opening of a topless bar,1993/03/01/0593535.xml
3199,22321,KATIE SUH,16180,NYT,3,1,1993,3,1,1993,1,9303002,-999,ANOTHER IRISH PARADE SEQUEL,0,MEMBERS OF THE IRISH LESBIAN AND GAY ORGANIZATION,PLEDGED TO KEEP FIGHTING,NEW YORK,THE CITY,UNTIL THEY ARE PERMITTED TO MARCH,"COLLECTIVE, CLAIMS MADE, PUBLIC",3,4,19,1,NY,,,,1,NEW YORK,,-999,,0,-999,3,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,IRISH LESBIAN AND GAY ORGANIZATION,,,,1600,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,another irish parade sequel,1993/03/01/0593541.xml
3200,22322,KATIE SUH,16180,NYT,3,2,1993,3,1,1993,1,9303003,4,gay group plans protest on irish parade route,0,MEMBERS OF IRISH LESBIAN AND GAY ORAGNIZATION,ANNOUNCED IS PLANS TO HOLD A PROTEST MARCH,NEW YORK,"THE CITY, ANTI-GAYS",TO PROTEST THEIR PROHIBITION FROM JOINING THE ST. PATRICKS DAY PARADE,"COLLECTIVE, CLAIMS MADE, PUBLIC",3,5,13,1,NY,,,,1,NEW YORK,,-999,,0,-999,5,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,IRISH LESBIAN AND GAY ORGANIZATION,,,,1600,1,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,gay group plans protest on irish parade route,1993/03/02/0593618.xml
3201,22323,KATIE SUH,16169,NYT,3,2,1993,3,1,1993,1,9303004,1,a legal threshold is crossed by gay couples in new york,0,SUPPORTERS OF GAY RIGHTS,HELD A DEMONSTRATION ON THE STEPS OF CITY HALL,NEW YORK CITY,ANTI-GAY PEOPLE,"TO SUPPORT REGISTRATION OF GAYS AS ""DOMESTIC PARTNERS""","COLLECTIVE, CLAIMS MADE, PUBLIC",1,2,18,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,,,,,1604,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,99,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,a legal threshold is crossed by gay couples in new york,1993/03/02/0593587.xml
3202,22324,KATIE SUH,16169,NYT,3,2,1993,3,1,1993,1,9303005,1,INCINERATOR FOES UNLEASH A SECRET WEAPON: CHILDREN,0,"RESIDENTS OF BENSONHURST, BROOKLYN",MOBILIZED CHILDREN TO DEMONSTRATE,BROOKLYN,AGAINST THE GARBAGE INCINERATOR PLANT,TO PREVENT ITS PRESENCE IN THE AREA,"COLLECTIVE, CLAIMS MADE, PUBLIC",6,4,1,1,NY,,,,1,BROOKLYN,,1,BENSONHURST,1,800,-999,1,1500,700,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1350,1,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28,incinerator foes unleash a secret weapon children,1993/03/02/0593612.xml
3203,22325,KATIE SUH,16180,NYT,3,4,1993,3,1,1993,1,9303006,4,POLICE COMMISSIONER TO MARCH IN IRISH PARADE,0,IRISH LESBIAN AND GAY ORGANIZATION,ANNOUNCED THAT IT WOULD HOLD A PROTEST MARCH ON THE PARADE ROUTE,NEW YORK,THE CITY,TO PROTEST THEIR EXCLUSION FROM JOINING THE ST. PATRICKS DAY PARADE,"COLLECTIVE, CLAIMS MADE, PUBLIC",3,4,12,1,NY,,,,1,NEW YORK,,-999,,0,-999,5,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,IRISH LESBIAN AND GAY ORGANIZATION,,,,1338,2,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2000,police commissioner to march in irish parade,1993/03/04/0593992.xml
3204,22326,KATIE SUH,16167,NYT,3,5,1993,3,4,1993,1,9303007,3,GROUP WARNS OF TRANSIT FARE INCREASE,0,A RIDERS GROUP,BEGAN AN ADVERTISING CAMPAIGN PROTESTING THE INCREASE IN SUBWAY FARE,NEW YORK,THE METROPOLITAN TRANSPORTATION AUTHORITY,TO PREVENT THE INCREASE OF THE SUBWAY FARE,"COLLECTIVE, CLAIMS MADE, PUBLIC",6,1,13,1,NY,,,,1,NEW YORK,,-999,,0,-999,2,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,3,NEW YORK PUBLIC INTEREST RESEARCH GROUP,TRANSPORT WORKERS UNION OF GREATER NEW YORK,"LOCAL 100 AND LOCAL 1199 OF DRUG, HOSPITAL AND HEALTH CARE EMPLOYEES UNION",,1305,2,-999,-999,-999,-999,-999,-999,10,9,-999,-999,33,15,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,101,group warns of transit fare increase,1993/03/05/0594222.xml
3205,22327,KATIE SUH,16169,NYT,3,5,1993,3,4,1993,1,9303008,1,JURY GETS CASE AGAINST 4 MEN IN GLEN RIDGE,0,SUPPORTERS OF MILDLY RETARDED YOUNG WOMAN,DEMONSTRATED OUTSIDE A COURT IN NEWARK,"NEWARK, NEW JERSEY",ESSEX COUNTY COURT,TO PROTEST THAT NEW JERSEYS RAPE-SHIELD LAW HAD FAILED TO PROTECT THE PRIVACY OF,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,6,23,1,NJ,,,,1,NEWARK,,-999,,1,20,-999,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,2,NATIONAL ORGANIZATION FOR WOMEN,GUARDIAN ANGELS,,,1343,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,33,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1211,jury gets case against 4 men in glen ridge,1993/03/05/0594217.xml
3206,22328,JONATHAN HAYNES,16188,NYT,3,6,1993,12,21,1987,-999,9303009,1,sharpton begins a jail term for leading demonstration,1,SUPPORTERS OF AL SHARPTON,"AN ""OBSTRUCTIVE DEMONSTRATION,"" NO MORE DETAILS PROVIDED","RIKERS ISLAND, NY",UNKNOWN,UNKNOWN,"COLLECTIVE, CLAIMS MADE, PUBLIC",26,1,1,1,NY,,,,1,RIKERS ISLAND,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,,,,,2504,2,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,99,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,sharpton begins a jail term for leading demonstration,1993/03/06/0594297.xml
